admission_date,disease_type,actual_patient_count,expected_multiplier,temperature,humidity,weather_condition,aqi,is_holiday,holiday_name,days_after_holiday
2023-01-16,Diabetes,3,0.81,24.62,58.95,Haze,160,False,None,3
2023-01-17,Hypertension,3,1.11,24.69,70.42,Cloudy,98,False,None,4
2023-01-17,Diabetes,4,1.18,27.79,85.43,Rain,34,False,None,4
2023-01-18,Kidney Disease,2,1.06,20.99,41.86,Smoke,313,False,None,5
2023-01-18,Diabetes,3,1.0,26.28,53.23,Clear,85,False,None,5
2023-01-19,Gastroenteritis,3,1.07,24.53,68.89,Haze,214,False,None,6
2023-01-19,Malaria,2,0.96,25.35,71.75,Cloudy,137,False,None,6
2023-01-20,Diabetes,3,1.03,22.48,70.46,Cloudy,124,False,None,7
2023-01-21,Diabetes,2,1.09,22.5,59.95,Haze,177,False,None,7
2023-01-21,Pediatric Illness,3,1.13,22.11,44.39,Sunny,43,False,None,7
2023-01-21,Pediatric Illness,3,0.95,23.57,62.04,Haze,213,False,None,7
2023-01-21,Diabetes,2,0.94,27.78,49.5,Clear,59,False,None,7
2023-01-21,Gastroenteritis,3,1.06,22.93,68.24,Haze,239,False,None,7
2023-01-22,Diabetes,2,1.18,28.72,71.97,Cloudy,108,False,None,0
2023-01-22,Gastroenteritis,2,0.92,24.02,79.89,Cloudy,122,False,None,0
2023-01-23,Malaria,1,0.99,20.55,89.83,Rain,66,False,None,0
2023-01-25,Hypertension,3,1.02,24.11,61.68,Haze,223,False,None,0
2023-01-25,Pediatric Illness,2,0.87,20.67,46.54,Clear,57,False,None,0
2023-01-26,Pediatric Illness,3,1.06,23.02,58.15,Haze,166,False,None,0
2023-01-26,Respiratory Infection,3,1.08,26.35,64.1,Cloudy,147,False,None,0
2023-01-26,Hypertension,2,0.99,22.79,64.19,Cloudy,105,False,None,0
2023-01-26,Hypertension,2,1.03,23.64,88.15,Rain,74,False,None,0
2023-01-26,Gastroenteritis,2,1.14,31.34,66.38,Haze,203,False,None,0
2023-01-27,Heart Disease,4,1.03,22.28,62.66,Haze,199,False,None,0
2023-01-27,Gastroenteritis,2,1.02,24.0,30.65,Sunny,89,False,None,0
2023-01-27,Diabetes,2,1.15,27.16,62.9,Haze,216,False,None,0
2023-01-28,Hypertension,1,0.8,26.46,43.33,Sunny,64,False,None,0
2023-01-28,Hypertension,1,0.93,25.29,51.15,Clear,94,False,None,0
2023-01-28,Heart Disease,2,1.13,29.62,42.13,Clear,79,False,None,0
2023-01-30,Diabetes,2,0.86,31.91,61.59,Cloudy,114,False,None,0
2023-01-31,Heart Disease,2,0.8,27.39,32.8,Smoke,281,False,None,0
2023-01-31,Gastroenteritis,3,0.81,27.31,58.2,Haze,213,False,None,0
2023-01-31,Pediatric Illness,2,1.16,29.6,51.4,Clear,61,False,None,0
2023-01-31,Respiratory Infection,3,1.17,21.47,35.28,Clear,78,False,None,0
2023-02-01,Heart Disease,3,1.13,30.58,52.0,Haze,177,False,None,0
2023-02-01,Pediatric Illness,3,0.85,32.75,75.08,Cloudy,81,False,None,0
2023-02-02,Gastroenteritis,2,0.8,33.73,66.38,Haze,175,False,None,0
2023-02-02,Heart Disease,3,1.04,26.78,41.25,Clear,75,False,None,0
2023-02-03,Heart Disease,3,0.84,31.45,59.95,Haze,222,False,None,0
2023-02-04,Gastroenteritis,1,1.03,29.7,58.5,Haze,170,False,None,0
2023-02-05,Kidney Disease,2,0.83,25.72,52.96,Clear,88,False,None,0
2023-02-06,Malaria,1,1.19,29.45,61.06,Haze,207,False,None,0
2023-02-07,Gastroenteritis,2,1.03,26.34,62.85,Haze,156,False,None,0
2023-02-07,Respiratory Infection,5,1.19,28.6,67.34,Haze,174,False,None,0
2023-02-08,Pediatric Illness,2,0.96,27.08,56.55,Haze,161,False,None,0
2023-02-08,Heart Disease,3,0.89,30.71,61.78,Cloudy,117,False,None,0
2023-02-08,Kidney Disease,2,1.14,27.95,51.27,Haze,205,False,None,0
2023-02-08,Gastroenteritis,2,0.82,27.36,50.23,Haze,196,False,None,0
2023-02-09,Pediatric Illness,2,0.85,23.79,38.54,Clear,71,False,None,0
2023-02-09,Gastroenteritis,2,0.86,26.36,52.88,Clear,82,False,None,0
2023-02-10,Hypertension,2,0.92,26.53,37.45,Sunny,66,False,None,0
2023-02-10,Heart Disease,3,0.94,21.3,56.2,Haze,175,False,None,0
2023-02-10,Hypertension,2,0.92,31.34,63.57,Haze,156,False,None,0
2023-02-10,Kidney Disease,2,0.96,28.64,54.63,Haze,234,False,None,0
2023-02-10,Pediatric Illness,2,0.95,25.99,52.79,Clear,50,False,None,0
2023-02-10,Respiratory Infection,4,0.92,28.87,74.52,Cloudy,138,False,None,0
2023-02-11,Hypertension,3,1.18,26.0,74.42,Cloudy,126,False,None,0
2023-02-11,Respiratory Infection,4,1.2,30.27,61.29,Haze,161,False,None,0
2023-02-11,Heart Disease,4,0.81,25.35,55.32,Haze,193,False,None,0
2023-02-12,Heart Disease,4,0.82,25.13,88.08,Rain,70,False,None,0
2023-02-13,Pediatric Illness,2,0.93,29.81,60.29,Cloudy,106,False,None,0
2023-02-13,Kidney Disease,2,1.13,31.47,64.53,Haze,244,False,None,0
2023-02-14,Diabetes,2,1.19,30.79,45.26,Clear,85,False,None,0
2023-02-14,Heart Disease,2,1.17,35.91,22.21,Sunny,87,False,None,0
2023-02-15,Pediatric Illness,3,0.86,27.9,53.3,Clear,60,False,None,0
2023-02-15,Pediatric Illness,4,0.91,30.62,33.56,Smoke,323,False,None,0
2023-02-16,Hypertension,2,0.81,33.96,43.46,Clear,59,False,None,0
2023-02-16,Gastroenteritis,2,1.06,34.0,20.99,Sunny,60,False,None,0
2023-02-16,Heart Disease,4,0.81,26.22,69.59,Haze,167,False,None,0
2023-02-16,Hypertension,2,1.0,29.54,75.67,Cloudy,101,False,None,0
2023-02-17,Respiratory Infection,3,0.99,23.54,72.37,Cloudy,124,False,None,0
2023-02-19,Hypertension,2,0.93,30.74,64.34,Haze,209,False,None,0
2023-02-20,Malaria,1,0.87,26.78,45.82,Clear,90,False,None,0
2023-02-21,Gastroenteritis,2,1.2,23.17,61.49,Cloudy,143,False,None,0
2023-02-21,Heart Disease,4,1.12,26.17,46.34,Smoke,343,False,None,0
2023-02-25,Respiratory Infection,4,0.85,27.47,65.91,Haze,164,False,None,0
2023-02-25,Gastroenteritis,2,0.84,32.13,38.7,Smoke,230,False,None,0
2023-02-26,Hypertension,3,1.02,23.78,57.66,Haze,221,False,None,0
2023-02-26,Diabetes,3,1.03,27.16,58.17,Haze,192,False,None,0
2023-02-26,Malaria,1,0.9,23.44,60.67,Haze,150,False,None,0
2023-02-27,Pediatric Illness,3,0.98,33.34,51.16,Haze,241,False,None,0
2023-02-28,Heart Disease,4,1.0,28.36,32.62,Smoke,319,False,None,0
2023-02-28,Diabetes,2,1.1,29.15,64.81,Haze,161,False,None,0
2023-03-01,Respiratory Infection,4,1.05,33.8,76.18,Cloudy,97,False,None,0
2023-03-03,Hypertension,2,1.16,28.88,43.44,Sunny,83,False,None,0
2023-03-03,Kidney Disease,2,0.89,34.92,67.95,Cloudy,103,False,None,0
2023-03-03,Gastroenteritis,2,0.91,29.57,53.43,Clear,71,False,None,0
2023-03-03,Heart Disease,3,1.04,30.34,39.48,Clear,76,False,None,0
2023-03-04,Respiratory Infection,5,1.06,34.79,47.12,Clear,96,False,None,0
2023-03-04,Kidney Disease,1,0.95,35.57,69.0,Cloudy,93,False,None,0
2023-03-05,Pediatric Illness,4,0.98,33.96,33.59,Smoke,305,False,None,0
2023-03-05,Kidney Disease,2,0.91,32.84,80.9,Rain,75,False,None,0
2023-03-06,Pediatric Illness,2,0.86,31.37,82.05,Rain,65,False,None,0
2023-03-07,Gastroenteritis,2,0.86,30.55,58.59,Haze,197,False,None,0
2023-03-07,Heart Disease,2,0.95,28.15,42.81,Clear,89,False,None,0
2023-03-07,Hypertension,2,0.85,33.49,52.32,Clear,72,False,None,0
2023-03-08,Malaria,1,1.11,29.55,36.28,Clear,58,False,None,0
2023-03-09,Gastroenteritis,2,0.89,32.46,73.2,Cloudy,111,False,None,0
2023-03-09,Kidney Disease,2,0.86,32.01,44.66,Smoke,301,False,None,0
2023-03-10,Respiratory Infection,6,0.85,27.68,48.92,Smoke,317,False,None,0
2023-03-10,Diabetes,2,1.03,32.68,36.95,Smoke,231,False,None,0
2023-03-10,Gastroenteritis,2,1.07,31.32,33.05,Smoke,306,False,None,0
2023-03-11,Gastroenteritis,2,1.03,30.77,72.88,Cloudy,138,False,None,0
2023-03-12,Malaria,1,0.91,35.68,46.45,Clear,99,False,None,0
2023-03-12,Gastroenteritis,2,0.86,29.53,71.21,Cloudy,103,False,None,0
2023-03-12,Diabetes,4,0.93,34.92,55.25,Haze,197,False,None,0
2023-03-12,Gastroenteritis,2,0.82,37.08,58.38,Haze,193,False,None,0
2023-03-13,Respiratory Infection,6,1.0,33.48,67.05,Haze,175,False,None,0
2023-03-13,Kidney Disease,1,1.04,29.96,42.85,Clear,73,False,None,0
2023-03-14,Gastroenteritis,2,1.1,39.24,66.78,Cloudy,146,False,None,0
2023-03-15,Respiratory Infection,4,1.09,30.72,31.01,Smoke,206,False,None,0
2023-03-15,Respiratory Infection,4,0.91,33.11,40.06,Clear,53,False,None,0
2023-03-16,Gastroenteritis,1,0.82,29.08,37.57,Clear,78,False,None,0
2023-03-16,Respiratory Infection,5,1.0,34.67,68.57,Cloudy,130,False,None,0
2023-03-17,Heart Disease,4,1.03,34.85,69.0,Haze,245,False,None,0
2023-03-17,Pediatric Illness,2,1.14,32.07,64.02,Cloudy,136,False,None,0
2023-03-18,Hypertension,1,1.11,35.53,43.3,Sunny,76,False,None,0
2023-03-18,Kidney Disease,1,0.98,30.7,46.94,Clear,83,False,None,0
2023-03-18,Diabetes,2,1.02,36.12,36.11,Smoke,288,False,None,0
2023-03-19,Diabetes,2,1.03,37.73,52.81,Clear,78,False,None,0
2023-03-19,Malaria,1,0.92,29.97,51.72,Clear,57,False,None,0
2023-03-19,Kidney Disease,1,1.02,34.03,69.14,Cloudy,100,False,None,0
2023-03-19,Diabetes,2,0.88,30.55,58.98,Haze,203,False,None,0
2023-03-19,Malaria,1,0.85,33.74,61.25,Cloudy,90,False,None,0
2023-03-19,Diabetes,3,1.02,32.16,44.12,Smoke,280,False,None,0
2023-03-20,Gastroenteritis,1,1.06,26.62,73.19,Cloudy,110,False,None,0
2023-03-20,Hypertension,3,0.97,31.26,68.53,Haze,221,False,None,0
2023-03-21,Heart Disease,4,0.89,34.0,75.98,Cloudy,115,False,None,0
2023-03-21,Pediatric Illness,2,1.01,32.17,64.19,Haze,150,False,None,0
2023-03-21,Respiratory Infection,4,1.18,31.34,90.42,Rain,51,False,None,0
2023-03-22,Heart Disease,3,0.85,31.61,61.54,Haze,154,False,None,0
2023-03-22,Pediatric Illness,3,1.14,33.05,53.38,Haze,247,False,None,0
2023-03-22,Diabetes,3,0.99,32.9,41.25,Clear,67,False,None,0
2023-03-23,Pediatric Illness,2,1.06,29.67,64.37,Cloudy,97,False,None,0
2023-03-23,Respiratory Infection,4,1.03,30.03,28.61,Sunny,48,False,None,0
2023-03-23,Diabetes,3,0.83,29.72,34.09,Smoke,277,False,None,0
2023-03-24,Diabetes,2,0.96,30.87,41.0,Clear,76,False,None,0
2023-03-25,Gastroenteritis,2,0.81,31.47,52.36,Clear,98,True,Holi,0
2023-03-25,Gastroenteritis,1,1.01,32.06,53.05,Clear,53,True,Holi,0
2023-03-26,Heart Disease,4,1.04,27.93,64.62,Haze,220,False,None,1
2023-03-26,Diabetes,4,1.13,31.58,60.42,Haze,233,False,None,1
2023-03-27,Hypertension,2,0.93,31.86,71.19,Cloudy,80,False,None,2
2023-03-27,Pediatric Illness,2,1.02,32.12,39.37,Sunny,68,False,None,2
2023-03-28,Pediatric Illness,3,1.0,31.74,36.27,Clear,61,False,None,3
2023-03-28,Heart Disease,3,0.86,27.93,36.22,Sunny,87,False,None,3
2023-03-28,Pediatric Illness,3,0.89,34.81,35.54,Clear,61,False,None,3
2023-03-28,Gastroenteritis,4,0.92,30.94,46.53,Smoke,347,False,None,3
2023-03-29,Respiratory Infection,6,0.93,31.45,60.87,Cloudy,128,False,None,4
2023-03-29,Hypertension,3,1.13,29.42,59.08,Haze,173,False,None,4
2023-03-29,Heart Disease,3,0.99,32.65,45.47,Clear,62,False,None,4
2023-03-29,Hypertension,3,1.06,36.39,43.13,Clear,93,False,None,4
2023-03-30,Malaria,2,1.12,30.76,20.39,Sunny,86,False,None,5
2023-04-01,Pediatric Illness,4,0.91,36.18,41.33,Sunny,85,False,None,7
2023-04-01,Heart Disease,4,0.91,30.2,67.03,Haze,229,False,None,7
2023-04-02,Respiratory Infection,3,1.04,27.92,71.35,Cloudy,146,False,None,0
2023-04-02,Pediatric Illness,4,0.85,31.95,52.12,Haze,212,False,None,0
2023-04-03,Gastroenteritis,3,1.18,39.66,66.76,Haze,230,False,None,0
2023-04-03,Heart Disease,5,1.06,33.9,52.11,Haze,218,False,None,0
2023-04-03,Heart Disease,4,0.81,35.93,78.59,Rain,41,False,None,0
2023-04-04,Diabetes,3,0.98,32.45,37.07,Smoke,319,False,None,0
2023-04-05,Gastroenteritis,3,0.98,33.62,67.68,Haze,236,False,None,0
2023-04-05,Gastroenteritis,2,0.94,38.75,39.67,Sunny,45,False,None,0
2023-04-05,Heart Disease,4,0.82,34.36,41.42,Smoke,279,False,None,0
2023-04-05,Heart Disease,3,1.12,35.7,39.29,Sunny,84,False,None,0
2023-04-05,Heart Disease,3,0.83,35.94,56.13,Haze,182,False,None,0
2023-04-05,Respiratory Infection,4,1.16,30.1,81.91,Rain,39,False,None,0
2023-04-06,Malaria,1,1.07,33.32,34.05,Sunny,51,False,None,0
2023-04-06,Malaria,1,0.88,35.7,67.94,Cloudy,126,False,None,0
2023-04-07,Kidney Disease,2,1.0,37.39,43.82,Sunny,60,False,None,0
2023-04-08,Heart Disease,3,1.04,37.4,73.8,Cloudy,90,False,None,0
2023-04-08,Diabetes,3,0.94,37.63,58.75,Haze,240,False,None,0
2023-04-08,Malaria,1,0.97,35.78,54.27,Haze,169,False,None,0
2023-04-08,Pediatric Illness,2,0.89,32.6,93.74,Rain,66,False,None,0
2023-04-09,Kidney Disease,1,1.08,30.56,56.07,Haze,160,False,None,0
2023-04-09,Malaria,2,0.88,36.05,56.43,Haze,165,False,None,0
2023-04-09,Diabetes,2,1.0,36.12,34.3,Sunny,64,False,None,0
2023-04-10,Malaria,1,1.13,39.57,60.41,Cloudy,147,False,None,0
2023-04-10,Malaria,1,1.11,38.42,68.13,Haze,151,False,None,0
2023-04-11,Pediatric Illness,3,1.01,40.61,55.28,Haze,151,False,None,0
2023-04-11,Malaria,2,1.11,33.03,65.46,Haze,199,False,None,0
2023-04-11,Kidney Disease,2,0.97,35.15,61.76,Haze,163,False,None,0
2023-04-12,Heart Disease,4,0.89,36.14,92.27,Rain,63,False,None,0
2023-04-13,Hypertension,2,0.82,36.94,23.9,Sunny,47,False,None,0
2023-04-14,Heart Disease,4,0.9,36.35,55.93,Haze,191,False,None,0
2023-04-14,Gastroenteritis,2,1.06,34.02,67.76,Cloudy,106,False,None,0
2023-04-15,Diabetes,3,0.97,33.2,41.41,Smoke,265,False,None,0
2023-04-15,Diabetes,4,1.05,34.7,62.72,Haze,241,False,None,0
2023-04-15,Malaria,1,0.89,34.84,44.94,Sunny,41,False,None,0
2023-04-15,Hypertension,3,0.83,38.97,75.66,Rain,30,False,None,0
2023-04-15,Heart Disease,3,1.17,31.99,62.5,Haze,222,False,None,0
2023-04-16,Hypertension,2,0.92,35.0,77.56,Rain,59,False,None,0
2023-04-16,Hypertension,2,0.94,39.55,41.22,Clear,66,False,None,0
2023-04-17,Hypertension,2,1.17,34.28,39.54,Clear,87,False,None,0
2023-04-18,Hypertension,3,0.8,33.69,47.21,Smoke,304,False,None,0
2023-04-18,Diabetes,2,1.17,33.26,75.87,Cloudy,92,False,None,0
2023-04-19,Kidney Disease,1,1.06,33.63,69.13,Haze,186,False,None,0
2023-04-19,Pediatric Illness,3,1.06,32.23,69.94,Haze,247,False,None,0
2023-04-19,Hypertension,2,1.02,39.26,66.46,Haze,238,False,None,0
2023-04-19,Diabetes,3,1.02,33.6,59.96,Haze,205,False,None,0
2023-04-20,Kidney Disease,1,1.05,38.22,56.15,Haze,154,False,None,0
2023-04-21,Heart Disease,3,1.08,29.71,43.95,Smoke,227,False,None,0
2023-04-22,Diabetes,3,0.83,40.66,50.6,Haze,150,False,None,0
2023-04-22,Kidney Disease,2,0.84,34.45,54.41,Haze,201,False,None,0
2023-04-23,Kidney Disease,2,1.02,36.71,33.74,Smoke,263,False,None,0
2023-04-23,Gastroenteritis,2,1.05,36.52,68.13,Haze,169,False,None,0
2023-04-23,Gastroenteritis,2,1.0,32.59,44.06,Sunny,52,False,None,0
2023-04-23,Hypertension,2,1.12,36.13,49.78,Clear,65,False,None,0
2023-04-24,Gastroenteritis,2,1.07,36.75,56.31,Haze,229,False,None,0
2023-04-24,Pediatric Illness,3,0.96,36.51,66.61,Haze,172,False,None,0
2023-04-24,Malaria,2,1.02,37.72,34.28,Sunny,73,False,None,0
2023-04-25,Respiratory Infection,4,0.82,34.07,37.88,Sunny,70,False,None,0
2023-04-26,Malaria,1,0.97,33.88,67.37,Haze,242,False,None,0
2023-04-26,Diabetes,3,0.85,34.86,55.93,Haze,242,False,None,0
2023-04-26,Gastroenteritis,2,0.92,35.66,93.61,Rain,63,False,None,0
2023-04-28,Malaria,2,1.01,32.97,68.69,Haze,213,False,None,0
2023-04-28,Kidney Disease,2,1.2,34.81,53.57,Haze,218,False,None,0
2023-04-28,Diabetes,3,0.98,30.61,66.46,Haze,201,False,None,0
2023-04-28,Diabetes,2,1.02,34.93,93.92,Rain,58,False,None,0
2023-04-30,Gastroenteritis,2,1.16,30.54,81.46,Rain,74,False,None,0
2023-04-30,Heart Disease,3,1.0,31.04,31.94,Sunny,64,False,None,0
2023-04-30,Heart Disease,4,1.16,38.57,76.68,Rain,38,False,None,0
2023-05-01,Kidney Disease,2,1.2,39.07,58.54,Haze,173,False,None,0
2023-05-01,Heart Disease,3,1.11,27.71,22.8,Sunny,65,False,None,0
2023-05-01,Kidney Disease,1,1.02,37.14,65.07,Cloudy,141,False,None,0
2023-05-02,Respiratory Infection,6,0.93,35.31,59.12,Haze,189,False,None,0
2023-05-03,Heart Disease,5,0.85,36.3,64.5,Haze,239,False,None,0
2023-05-03,Gastroenteritis,2,0.82,35.0,65.89,Haze,220,False,None,0
2023-05-03,Heart Disease,4,0.84,39.21,72.67,Cloudy,117,False,None,0
2023-05-04,Respiratory Infection,3,1.07,30.79,50.82,Haze,209,False,None,0
2023-05-04,Diabetes,2,0.85,32.48,93.86,Rain,42,False,None,0
2023-05-07,Kidney Disease,2,0.95,36.93,37.19,Smoke,271,False,None,0
2023-05-07,Kidney Disease,1,1.12,41.48,69.23,Haze,204,False,None,0
2023-05-08,Kidney Disease,2,0.81,36.7,50.44,Haze,231,False,None,0
2023-05-08,Gastroenteritis,2,1.15,37.55,50.06,Haze,167,False,None,0
2023-05-09,Pediatric Illness,3,1.13,36.89,78.68,Rain,35,False,None,0
2023-05-10,Gastroenteritis,3,0.96,40.56,54.27,Haze,217,False,None,0
2023-05-10,Kidney Disease,2,1.07,42.39,49.71,Smoke,236,False,None,0
2023-05-11,Diabetes,3,0.84,31.74,71.8,Cloudy,105,False,None,0
2023-05-11,Kidney Disease,1,0.9,40.43,39.76,Sunny,49,False,None,0
2023-05-13,Hypertension,3,0.9,31.04,61.53,Haze,248,False,None,0
2023-05-13,Malaria,1,0.88,38.28,55.09,Haze,249,False,None,0
2023-05-14,Heart Disease,4,0.95,35.18,64.57,Haze,169,False,None,0
2023-05-14,Diabetes,2,1.16,35.27,54.4,Clear,52,False,None,0
2023-05-14,Kidney Disease,1,0.96,33.95,40.39,Sunny,69,False,None,0
2023-05-14,Hypertension,2,1.03,35.48,67.18,Haze,162,False,None,0
2023-05-15,Diabetes,3,1.0,33.73,94.58,Rain,65,False,None,0
2023-05-15,Diabetes,2,0.95,35.26,33.59,Sunny,72,False,None,0
2023-05-16,Pediatric Illness,3,1.16,36.28,29.25,Sunny,43,False,None,0
2023-05-16,Heart Disease,4,0.86,37.11,46.06,Smoke,277,False,None,0
2023-05-17,Diabetes,2,0.93,41.81,33.69,Smoke,254,False,None,0
2023-05-17,Gastroenteritis,2,1.14,30.91,40.06,Smoke,229,False,None,0
2023-05-17,Hypertension,2,1.05,37.17,25.51,Sunny,76,False,None,0
2023-05-17,Malaria,2,0.96,36.82,67.6,Haze,182,False,None,0
2023-05-19,Respiratory Infection,6,0.93,33.66,59.7,Haze,185,False,None,0
2023-05-19,Hypertension,3,1.05,38.78,69.88,Haze,238,False,None,0
2023-05-19,Hypertension,3,0.95,32.45,55.84,Haze,167,False,None,0
2023-05-20,Kidney Disease,2,1.1,33.09,58.76,Haze,181,False,None,0
2023-05-20,Pediatric Illness,3,0.98,34.66,55.98,Haze,160,False,None,0
2023-05-20,Respiratory Infection,3,1.05,37.95,43.62,Sunny,63,False,None,0
2023-05-21,Gastroenteritis,2,1.14,33.68,53.5,Haze,219,False,None,0
2023-05-21,Kidney Disease,1,1.19,36.25,59.78,Haze,190,False,None,0
2023-05-21,Respiratory Infection,4,0.84,32.54,29.43,Sunny,88,False,None,0
2023-05-22,Malaria,2,1.16,33.23,54.84,Haze,177,False,None,0
2023-05-23,Malaria,2,1.08,33.12,67.64,Haze,164,False,None,0
2023-05-23,Pediatric Illness,4,0.89,33.49,65.18,Haze,240,False,None,0
2023-05-23,Heart Disease,4,1.2,40.12,81.88,Rain,43,False,None,0
2023-05-26,Diabetes,3,1.15,37.73,47.73,Smoke,259,False,None,0
2023-05-26,Respiratory Infection,4,1.15,41.67,78.36,Rain,66,False,None,0
2023-05-27,Pediatric Illness,2,0.81,36.78,35.66,Sunny,86,False,None,0
2023-05-27,Respiratory Infection,5,0.83,34.41,60.11,Haze,156,False,None,0
2023-05-28,Respiratory Infection,4,1.11,34.98,41.94,Smoke,250,False,None,0
2023-05-28,Diabetes,2,0.93,37.53,31.63,Smoke,338,False,None,0
2023-05-29,Pediatric Illness,3,0.88,33.75,70.62,Cloudy,121,False,None,0
2023-05-29,Hypertension,3,1.03,32.36,69.6,Haze,210,False,None,0
2023-06-01,Kidney Disease,2,1.14,35.32,54.99,Haze,221,False,None,0
2023-06-01,Respiratory Infection,5,0.9,33.31,80.45,Rain,35,False,None,0
2023-06-01,Diabetes,3,1.15,27.31,74.51,Cloudy,114,False,None,0
2023-06-01,Gastroenteritis,2,0.96,30.87,82.1,Rain,50,False,None,0
2023-06-02,Diabetes,2,0.95,30.76,88.94,Rain,58,False,None,0
2023-06-02,Gastroenteritis,2,0.98,31.26,80.74,Rain,55,False,None,0
2023-06-02,Pediatric Illness,4,0.94,37.47,82.86,Rain,42,False,None,0
2023-06-03,Gastroenteritis,2,0.94,26.99,31.12,Sunny,64,False,None,0
2023-06-03,Heart Disease,3,1.01,29.95,82.98,Rain,59,False,None,0
2023-06-03,Pediatric Illness,3,1.18,39.1,83.1,Rain,39,False,None,0
2023-06-03,Respiratory Infection,4,0.97,28.11,80.5,Rain,71,False,None,0
2023-06-04,Kidney Disease,2,1.05,30.19,73.82,Cloudy,122,False,None,0
2023-06-04,Malaria,1,0.93,25.68,83.31,Rain,31,False,None,0
2023-06-04,Pediatric Illness,2,0.91,32.38,22.15,Sunny,80,False,None,0
2023-06-05,Malaria,1,0.88,30.2,53.11,Clear,86,False,None,0
2023-06-05,Respiratory Infection,3,0.9,28.14,88.89,Rain,68,False,None,0
2023-06-06,Hypertension,3,1.12,27.96,66.85,Haze,181,False,None,0
2023-06-06,Pediatric Illness,3,0.96,36.93,50.31,Haze,192,False,None,0
2023-06-08,Heart Disease,4,0.81,26.82,65.75,Haze,248,False,None,0
2023-06-08,Malaria,2,0.97,38.8,94.7,Rain,68,False,None,0
2023-06-10,Heart Disease,3,0.81,29.36,84.6,Rain,64,False,None,0
2023-06-10,Pediatric Illness,3,0.94,40.53,89.57,Rain,45,False,None,0
2023-06-11,Heart Disease,4,0.89,31.95,68.67,Haze,183,False,None,0
2023-06-11,Gastroenteritis,2,0.88,30.98,34.81,Sunny,75,False,None,0
2023-06-12,Malaria,1,1.06,34.87,21.49,Sunny,40,False,None,0
2023-06-12,Diabetes,2,0.92,34.1,84.57,Rain,32,False,None,0
2023-06-12,Gastroenteritis,2,0.84,33.87,75.11,Rain,39,False,None,0
2023-06-12,Pediatric Illness,4,0.84,31.11,87.36,Rain,68,False,None,0
2023-06-13,Malaria,1,0.82,31.18,45.73,Smoke,223,False,None,0
2023-06-13,Malaria,1,1.01,31.01,20.2,Sunny,64,False,None,0
2023-06-14,Kidney Disease,2,1.12,31.22,76.79,Rain,78,False,None,0
